,celeb_bd,partner_bd,celeb_nominated,partner_nominated,marriage_status,celeb_gender,partner_gender
 Kaho Minami / Ken Watanabe,1959-10-21,1964-1-20,True,False,"
(3 December 2005            - 
?) (    divorced) (    2 children)          ",Male,Female
               Yumiko Watanabe          / Ken Watanabe,1959-10-21,-1,True,False,"
(?            - 
2005) (    divorced) (    2 children)          ",Male,-1
 Alison Dickey / John C. Reilly,1965-5-24,-1,True,False,"
(1992            - 
present) (    2 children)          ",Male,-1
 Helen Labdon / Greg Kinnear,1963-6-17,1969-9-6,True,False,"
(1 May 1999            - 
present) (    3 children)          ",Male,-1
 Loni Anderson / Burt Reynolds,1936-2-11,1945-8-5,True,True,"
(29 April 1988            - 
17 June 1994) (    divorced) (    1 child)          ",Male,Female
 Judy Carne / Burt Reynolds,1936-2-11,1939-4-27,True,False,"
(28 June 1963            - 
9 July 1965) (    divorced)          ",Male,Female
               Zivia Forster          / Robert Forster,1941-7-13,-1,True,False,"
(1978            - 
1980) (    divorced)          ",Male,-1
 June Forster / Robert Forster,1941-7-13,-1,True,False,"
(14 May 1966            - 
20 September 1975) (    divorced) (    3 children)          ",Male,-1
               Evie Forster          / Robert Forster,1941-7-13,-1,True,False,"
(19??            - 
11 October 2019) (    his death)          ",Male,-1
 Brady Cunningham / Jason Schwartzman,1980-6-26,-1,False,False,"
(11 July 2009            - 
present) (    2 children)          ",Male,-1
 Felicity Huffman / William H. Macy,1950-3-13,1962-12-9,True,True,"
(6 September 1997            - 
present) (    2 children)          ",Male,Female
               Gabriele Scholz          / Armin Mueller-Stahl,1930-12-17,-1,True,False,"
(1973            - 
present) (    1 child)          ",Male,-1
 Monika Gabriel / Armin Mueller-Stahl,1930-12-17,1943-10-15,True,False,"
(1968            - 
?) (    divorced)          ",Male,Female
               Nikki Butler          / Tim Roth,1961-5-14,-1,True,False,"
(25 January 1993            - 
present) (    2 children)          ",Male,-1
               Anna Stuart          / James Cromwell,1940-1-27,-1,True,False,"
(1 January 2014            - 
present)          ",Male,-1
 Julie Cobb / James Cromwell,1940-1-27,1947-5-29,True,False,"
(29 May 1986            - 
2006) (    divorced)          ",Male,Female
               Anne Ulvestad          / James Cromwell,1940-1-27,-1,True,False,"
(27 November 1976            - 
1986) (    divorced) (    3 children)          ",Male,-1
 Gianna Palminteri / Chazz Palminteri,1952-5-15,1966-0-0,True,False,"
(6 June 1992            - 
present) (    2 children)          ",Male,Female
 Moira Sinise / Gary Sinise,1955-3-17,1954-4-19,True,False,"
(1981            - 
present) (    3 children)          ",Male,Female
 Joy Parker / Paul Scofield,1922-1-21,1922-2-22,True,False,"
(15 May 1943            - 
19 March 2008) (    his death) (    2 children)          ",Male,Female
 Jacqueline Morrish / Pete Postlethwaite,1946-2-7,-1,True,False,"
(2003            - 
2 January 2011) (    his death) (    2 children)          ",Male,-1
 Will Smith / Jada Pinkett Smith,1971-9-18,1968-9-25,False,True,"
(31 December 1997            - 
present) (    2 children)          ",Female,Male
 John McEnroe / Tatum O'Neal,1963-11-5,1959-2-16,True,False,"
(1 August 1986            - 
1994) (    divorced) (    3 children)          ",Female,Male
 Chris Pratt / Anna Faris,1976-11-29,1979-6-21,False,False,"
(9 July 2009            - 
16 October 2018) (    divorced) (    1 child)          ",Female,Male
 Ben Indra / Anna Faris,1976-11-29,1979-2-23,False,False,"
(3 June 2004            - 
19 February 2008) (    divorced)          ",Female,Male
               Larry C. Williams          / Hattie McDaniel,1893-6-10,-1,True,False,"
(11 June 1949            - 
5 December 1950) (    divorced)          ",Female,-1
               James Lloyd Crawford          / Hattie McDaniel,1893-6-10,-1,True,False,"
(21 March 1941            - 
19 December 1945) (    divorced)          ",Female,-1
               George Langford          / Hattie McDaniel,1893-6-10,-1,True,False,"
(1922            - 
1922) (    his death)          ",Female,-1
               Howard Hickman          / Hattie McDaniel,1893-6-10,-1,True,False,"
(11 January 1911            - 
15 March 1915) (    his death)          ",Female,-1
 Tod Williams / Famke Janssen,1964-11-5,1968-9-27,False,False,"
(1995            - 
2000) (    divorced)          ",Female,Male
               John Murphy          / Bonnie Hunt,1961-9-22,-1,True,False,"
(8 July 1988            - 
2006) (    divorced)          ",Female,-1
 Judd Apatow / Leslie Mann,1972-3-26,1967-12-6,False,True,"
(9 June 1997            - 
present) (    2 children)          ",Female,Male
 Ol Parker / Thandie Newton,1972-11-6,1969-0-0,True,False,"
(11 July 1998            - 
present) (    3 children)          ",Female,Male
 Will Arnett / Amy Poehler,1971-9-16,1970-5-4,True,False,"
(29 August 2003            - 
29 July 2016) (    divorced) (    2 children)          ",Female,Male
 David Benioff / Amanda Peet,1972-1-11,1970-9-25,False,False,"
(30 September 2006            - 
present) (    3 children)          ",Female,Male
 Preston Cook / Julia Stiles,1981-3-28,-1,True,False,"
(September 2017            - 
present) (    1 child)          ",Female,Male
 John Krasinski / Emily Blunt,1983-2-23,1979-10-20,True,False,"
(10 July 2010            - 
present) (    2 children)          ",Female,Male
 Dario Franchitti / Ashley Judd,1968-4-19,1973-5-19,True,False,"
(12 December 2001            - 
2013) (    divorced)          ",Female,Male
 Martyn LeNoble / Christina Applegate,1971-11-25,1969-4-14,True,False,"
(23 February 2013            - 
present) (    1 child)          ",Female,Male
 Johnathon Schaech / Christina Applegate,1971-11-25,1969-9-10,True,False,"
(20 October 2001            - 
10 August 2007) (    divorced)          ",Female,-1
 Charles Guard / Felicity Jones,1983-10-17,-1,True,False,"
(30 June 2018            - 
present)          ",Female,Male
 David Duchovny / Téa Leoni,1966-2-25,1960-8-7,False,True,"
(6 May 1997            - 
14 June 2014) (    divorced) (    2 children)          ",Female,Male
               Neil Joseph Tardio Jr.          / Téa Leoni,1966-2-25,-1,False,False,"
(8 June 1991            - 
1 October 1995) (    divorced)          ",Female,-1
               Alejandra Silva          / Richard Gere,1949-8-31,-1,True,False,"
(18 April 2018            - 
present) (    1 child)          ",Male,-1
 Carey Lowell / Richard Gere,1949-8-31,1961-2-11,True,False,"
(9 November 2002            - 
18 October 2016) (    divorced) (    1 child)          ",Male,Female
 Cindy Crawford / Richard Gere,1949-8-31,1966-2-20,True,False,"
(12 December 1991            - 
1 December 1995) (    divorced)          ",Male,Female
 Christina Frost / Nick Frost,1972-3-28,-1,False,False,"
(2008            - 
2015) (    divorced) (    1 child)          ",Male,-1
 Michelle Grace / Ray Liotta,1954-12-18,1968-12-4,True,False,"
(15 February 1997            - 
2004) (    divorced) (    1 child)          ",Male,Female
 Malaak Compton / Chris Rock,1965-2-7,1969-6-13,False,False,"
(23 November 1996            - 
23 August 2016) (    divorced) (    2 children)          ",Male,Female
 David Burtka / Neil Patrick Harris,1973-6-15,1975-5-29,True,False,"
(6 September 2014            - 
present) (    2 children)          ",Male,Male
 Brooke Mueller / Charlie Sheen,1965-9-3,1977-8-19,True,False,"
(30 May 2008            - 
2 May 2011) (    divorced) (    2 children)          ",Male,Female
 Denise Richards / Charlie Sheen,1965-9-3,1971-2-17,True,False,"
(15 June 2002            - 
30 November 2006) (    divorced) (    2 children)          ",Male,Female
 Donna Peele / Charlie Sheen,1965-9-3,-1,True,False,"
(3 September 1995            - 
19 November 1996) (    divorced)          ",Male,Female
 Claire van Kampen / Mark Rylance,1960-1-18,-1,True,False,"
(21 December 1989            - 
present)          ",Male,Female
 Marivi Lorido Garcia / Andy Garcia,1956-4-12,1958-4-19,True,False,"
(24 September 1982            - 
present) (    4 children)          ",Male,-1
               Hilary Blackmore          / Graham Greene,1952-6-22,-1,True,False,"
(20 December 1990            - 
present)          ",Male,-1
               ?          / Graham Greene,1952-6-22,-1,True,False,"
(?            - 
?) (    divorced)          ",Male,-1
               Michele Correy          / Bruce Davison,1946-6-28,-1,True,False,"
(30 April 2006            - 
present) (    1 child)          ",Male,-1
 Lisa Pelikan / Bruce Davison,1946-6-28,1954-7-12,True,False,"
(4 July 1986            - 
12 April 2006) (    divorced) (    1 child)          ",Male,Female
 Jess Walton / Bruce Davison,1946-6-28,1949-2-18,True,False,"
(20 May 1972            - 
1973) (    annulled)          ",Male,Female
 Donna Dixon / Dan Aykroyd,1952-7-1,1957-7-20,True,False,"
(29 April 1983            - 
present) (    3 children)          ",Male,Female
 Sandy Cohen / Danny Aiello,1933-6-20,-1,True,False,"
(8 January 1955            - 
12 December 2019) (    his death) (    4 children)          ",Male,-1
               Joy Marchenko          / Dean Stockwell,1936-3-5,-1,True,False,"
(15 December 1981            - 
2004) (    divorced) (    2 children)          ",Male,-1
 Millie Perkins / Dean Stockwell,1936-3-5,1936-5-12,True,False,"
(15 April 1960            - 
30 July 1962) (    divorced)          ",Male,Female
 Janice Crystal / Billy Crystal,1948-3-14,1949-3-16,True,False,"
(4 June 1970            - 
present) (    2 children)          ",Male,Female
               Annabeth Hartzog          / John Goodman,1952-6-20,-1,True,False,"
(27 October 1989            - 
present) (    1 child)          ",Male,-1
 Miranda Kerr / Orlando Bloom,1977-1-13,1983-4-20,False,False,"
(22 July 2010            - 
2013) (    divorced) (    1 child)          ",Male,Female
 Megan Everett-Skarsgard / Stellan Skarsgård,1951-6-13,-1,True,False,"
(12 January 2009            - 
present) (    2 children)          ",Male,-1
 My Skarsgård / Stellan Skarsgård,1951-6-13,1956-7-3,True,False,"
(27 April 1975            - 
1 May 2007) (    divorced) (    6 children)          ",Male,Female
 Kelly Tisdale / Mike Myers,1963-5-25,-1,False,False,"
(22 November 2010            - 
present) (    3 children)          ",Male,-1
 Robin Ruzan / Mike Myers,1963-5-25,1964-2-22,False,False,"
(23 May 1993            - 
9 August 2006) (    divorced)          ",Male,Female
               Samantha Lee          / Tyrese Gibson,1978-12-30,-1,False,False,"
(14 February 2017            - 
present)          ",Male,-1
               Norma Mitchell          / Tyrese Gibson,1978-12-30,-1,False,False,"
(2 December 2007            - 
20 August 2009) (    divorced) (    1 child)          ",Male,-1
 Rhea Perlman / Danny DeVito,1944-11-17,1948-3-31,True,True,"
(28 January 1982            - 
present) (    separated) (    3 children)          ",Male,Female
               Floyd Eaton Chalkley          / Susan Hayward,1917-6-30,-1,True,False,"
(8 February 1957            - 
9 January 1966) (    his death)          ",Female,-1
 Jess Barker / Susan Hayward,1917-6-30,1912-6-4,True,False,"
(24 July 1944            - 
18 August 1954) (    divorced) (    2 children)          ",Female,Male
 Freddie Prinze Jr. / Sarah Michelle Gellar,1977-4-14,1976-3-8,True,False,"
(1 September 2002            - 
present) (    2 children)          ",Female,Male
 Alexander Payne / Sandra Oh,1971-7-20,1961-2-10,True,True,"
(1 January 2003            - 
21 December 2006) (    divorced)          ",Female,Male
 Philippe de Broca / Margot Kidder,1948-10-17,1933-3-15,False,True,"
(6 August 1983            - 
14 November 1985) (    divorced)          ",Female,Male
 John Heard / Margot Kidder,1948-10-17,1946-3-7,False,False,"
(25 August 1979            - 
26 December 1980) (    divorced)          ",Female,Male
 Thomas McGuane / Margot Kidder,1948-10-17,1939-12-11,False,False,"
(2 August 1976            - 
21 July 1977) (    divorced) (    1 child)          ",Female,Male
 Jay-Z / Beyoncé,1981-9-4,1969-12-4,True,False,"
(4 April 2008            - 
present) (    3 children)          ",Female,Male
 Morgan Spector / Rebecca Hall,1982-5-3,-1,True,False,"
(26 September 2015            - 
present) (    1 child)          ",Female,Male
 Stephen Kay / Piper Perabo,1976-10-31,1963-0-0,True,False,"
(26 July 2014            - 
present)          ",Female,Male
 David Arquette / Courteney Cox,1964-6-15,1971-9-8,True,False,"
(12 June 1999            - 
28 May 2013) (    divorced) (    1 child)          ",Female,Male
 Robin Thicke / Paula Patton,1975-12-5,1977-3-10,False,False,"
(11 June 2005            - 
14 April 2015) (    divorced) (    1 child)          ",Female,Male
               Peter White          / Michelle Monaghan,1976-3-23,-1,True,False,"
(12 August 2005            - 
present) (    2 children)          ",Female,-1
 Hugh Dancy / Claire Danes,1979-4-12,1975-6-19,True,False,"
(September 2009            - 
present) (    2 children)          ",Female,Male
 Michael Polish / Kate Bosworth,1983-1-2,1970-10-30,False,False,"
(31 August 2013            - 
present)          ",Female,Male
 Jamie Bell / Evan Rachel Wood,1987-9-7,1986-3-14,True,False,"
(30 October 2012            - 
2014) (    divorced) (    1 child)          ",Female,Male
 Christopher Backus / Mira Sorvino,1967-9-28,1981-10-30,True,False,"
(11 June 2004            - 
present) (    4 children)          ",Female,Male
